"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2006-02",1.798744,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2006-03",1.792772,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2006-04",1.950976,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2006-05",1.993068,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2006-06",2.102411,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2006-07",2.13098,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2006-08",2.164755,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2006-09",2.253412,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2006-10",2.171494,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2006-11",2.139931,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2006-12",2.124987,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2007-01",2.209304,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2007-02",2.257853,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2007-03",2.191133,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2007-04",2.192049,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2007-05",2.144292,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2007-06",2.1039,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2007-07",2.093851,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2007-08",2.073045,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2007-09",2.005579,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2007-10",2.05583,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2007-11",2.161481,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2007-12",2.215517,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2008-01",2.198022,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2008-02",2.120876,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2008-03",2.235505,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2008-04",2.135148,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2008-05",2.243569,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2008-06",2.332073,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2008-07",2.4224,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2008-08",2.483793,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2008-09",2.498793,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2008-10",2.376002,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2008-11",2.277349,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2008-12",2.110096,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2009-01",1.952597,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2009-02",1.99595,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2009-03",1.859685,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2009-04",1.905151,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2009-05",1.762312,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2009-06",1.664211,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2009-07",1.566102,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2009-08",1.481017,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2009-09",1.438899,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2009-10",1.48621,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2009-11",1.428436,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2009-12",1.494544,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2010-01",1.522797,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2010-02",1.456011,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2010-03",1.355087,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2010-04",1.243783,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2010-05",1.239192,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2010-06",1.219387,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2010-07",1.168152,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2010-08",1.159994,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2010-09",1.107656,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2010-10",1.065006,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2010-11",1.121625,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2010-12",1.140874,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2011-01",1.206531,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2011-02",1.263744,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2011-03",1.361243,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2011-04",1.482831,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2011-05",1.592133,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2011-06",1.646001,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2011-07",1.686119,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2011-08",1.808427,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2011-09",1.884253,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2011-10",1.937235,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2011-11",1.975068,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2011-12",2.001244,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2012-01",1.974109,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2012-02",1.938506,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2012-03",1.950011,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2012-04",1.976667,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2012-05",1.922281,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2012-06",1.878937,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2012-07",1.858867,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2012-08",1.73908,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2012-09",1.720907,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2012-10",1.720567,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2012-11",1.665717,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2012-12",1.598596,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2013-01",1.593077,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2013-02",1.603526,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2013-03",1.619976,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2013-04",1.461995,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2013-05",1.51882,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2013-06",1.522668,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2013-07",1.569062,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2013-08",1.59637,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2013-09",1.603842,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2013-10",1.57315,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2013-11",1.627077,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2013-12",1.624379,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2014-01",1.614551,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2014-02",1.643398,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2014-03",1.660139,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2014-04",1.982576,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2014-05",1.945535,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2014-06",1.968353,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2014-07",1.929038,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2014-08",1.900512,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2014-09",1.838354,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2014-10",1.858162,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2014-11",1.763617,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2014-12",1.769475,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2015-01",1.784493,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2015-02",1.779871,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2015-03",1.752578,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2015-04",1.654163,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2015-05",1.677924,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2015-06",1.692753,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2015-07",1.744651,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2015-08",1.778022,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2015-09",1.844203,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2015-10",1.878685,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2015-11",1.867396,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2015-12",1.890511,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2016-01",1.926721,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2016-02",1.964141,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2016-03",1.964497,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2016-04",1.862538,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2016-05",1.929865,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2016-06",1.922142,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2016-07",1.901558,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2016-08",1.919823,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2016-09",1.840778,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2016-10",1.791338,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2016-11",1.788452,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2016-12",1.864103,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2017-01",1.937057,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2017-02",1.952181,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2017-03",1.853341,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2017-04",1.947184,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2017-05",1.828199,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2017-06",1.840989,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2017-07",1.850789,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2017-08",1.860829,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2017-09",1.869046,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2017-10",1.887467,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2017-11",1.883126,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2017-12",1.913976,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2018-01",1.874066,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2018-02",1.897022,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2018-03",2.016692,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2018-04",1.941493,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2018-05",2.055657,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2018-06",2.0751,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2018-07",2.141365,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2018-08",2.185972,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2018-09",2.326563,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2018-10",2.384823,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2018-11",2.281251,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2018-12",2.22295,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2019-01",2.223224,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2019-02",2.149736,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2019-03",2.070169,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2019-04",2.218936,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2019-05",2.088,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2019-06",2.184183,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2019-07",2.265403,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2019-08",2.27209,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2019-09",2.092262,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2019-10",2.055592,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2019-11",2.159941,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2019-12",2.166152,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2020-01",2.190044,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2020-02",2.231215,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2020-03",2.095397,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2020-04",1.609413,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2020-05",1.524691,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2020-06",1.57268,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2020-07",1.713119,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2020-08",1.625823,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2020-09",1.657249,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2020-10",1.568105,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2020-11",1.632767,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2020-12",1.626828,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2021-01",1.719315,
